protocol,flow duration,tot fwd pkts,tot bwd pkts,init fwd win byts,init bwd win byts,label
6,85746,3,45,1096,6599,Benign
6,89082,44,8,7438,5241,Benign
6,48084,29,39,8040,875,Attack
6,34035,14,35,2843,4880,Benign
6,85165,12,47,117,3591,Attack
6,55871,26,35,7409,4271,Attack
6,72102,10,4,5722,4060,Benign
6,4388,4,30,1638,3704,Attack
6,16177,4,5,7206,8121,Attack
6,74765,33,10,4214,1904,Attack
6,81374,48,19,7093,823,Attack
6,86569,29,6,3926,9817,Attack
6,5685,50,8,5699,5671,Attack
6,51355,28,26,9443,5413,Attack
6,70894,43,21,2496,1496,Attack
6,57036,26,40,4095,2436,Attack
6,62121,45,50,4567,1525,Attack
6,72285,36,43,8994,3512,Benign
6,56806,30,19,2605,8124,Attack
6,56968,5,47,7152,9417,Benign
6,23818,23,23,6552,7947,Attack
6,65111,2,1,8526,4752,Attack
6,24800,37,37,5782,1486,Benign
6,638,47,17,2060,5711,Benign
6,53050,28,41,6706,3659,Benign
6,77300,8,8,9348,3316,Attack
6,85344,16,9,7724,7087,Benign
6,72659,35,22,605,550,Attack
6,39447,4,41,6270,477,Attack
6,65068,48,15,8050,7686,Benign
6,47235,35,50,838,1324,Attack
6,47166,23,32,1015,7871,Attack
6,19639,39,31,9469,4760,Benign
6,29451,43,21,4408,4569,Benign
6,61712,49,32,7520,8129,Attack
6,72656,37,13,1712,7237,Attack
6,47389,35,41,9814,2666,Benign
6,35961,19,9,6154,4089,Attack
6,89921,25,23,5801,5365,Benign
6,58718,44,36,4601,2749,Benign
6,16158,4,8,8753,4611,Attack
6,46009,14,11,8348,3199,Attack
6,40425,25,50,2683,4691,Benign
6,74247,46,0,9884,3504,Attack
6,14862,27,23,5052,1379,Attack
6,865,45,4,7094,3148,Attack
6,17140,25,27,1654,6791,Benign
6,72335,27,24,5921,3789,Attack
6,96614,7,19,6458,1740,Benign
6,3389,12,28,2279,9866,Attack
6,10069,4,35,2116,2052,Attack
6,8552,21,10,8012,5874,Benign
6,50748,47,38,6104,6119,Benign
6,65983,19,38,9947,5434,Attack
6,13647,37,8,5841,5612,Attack
6,9245,17,2,3454,2419,Benign
6,68557,30,43,6216,3758,Attack
6,1173,29,46,4651,93,Attack
6,88554,17,47,33,2476,Benign
6,92395,21,46,4030,171,Benign
6,52702,38,16,19,6308,Attack
6,61901,32,46,2713,8972,Benign
6,6477,22,5,3190,8341,Benign
6,8069,45,11,1922,9540,Benign
6,58511,25,15,903,663,Attack
6,3035,38,15,2177,4144,Benign
6,38073,41,6,7204,890,Benign
6,41130,45,0,4097,1767,Attack
6,61145,25,6,9034,2578,Attack
6,33539,20,25,8992,5125,Benign
6,81111,47,41,6858,5491,Benign
6,23946,32,43,4962,3020,Attack
6,79374,30,48,2919,7883,Benign
6,95443,1,14,955,6843,Benign
6,18827,49,11,9604,4192,Benign
6,48986,34,37,8893,368,Attack
6,16664,10,31,2307,1289,Attack
6,25660,9,43,5934,4984,Benign
6,87794,1,39,5956,6795,Benign
6,37146,8,40,1475,557,Attack
6,12364,19,20,6564,2275,Benign
6,30843,9,45,7358,1085,Benign
6,7887,40,24,9691,3353,Attack
6,64137,45,12,1570,22,Attack
6,44359,29,40,897,8001,Attack
6,14773,41,46,9589,8482,Benign
6,12761,15,41,5313,31,Attack
6,93604,16,26,9779,4675,Attack
6,51212,32,38,3034,6341,Attack
6,35347,38,38,1322,9471,Benign
6,45906,26,40,2672,4688,Attack
6,14447,27,41,2369,4267,Benign
6,73294,15,25,2271,3705,Benign
6,2065,15,4,7149,2505,Benign
6,97975,41,2,4118,7096,Attack
6,65466,41,33,8675,1500,Benign
6,79790,46,48,4296,565,Benign
6,20563,14,6,2155,7715,Attack
6,2166,46,32,9793,2956,Benign
6,30175,5,7,3486,9816,Benign
6,82521,16,3,7799,5208,Benign
6,84823,20,23,8396,4978,Benign
6,41673,29,21,9965,4120,Attack
6,22864,40,42,8598,6236,Benign
6,26008,31,2,8272,230,Benign
6,1354,25,42,1260,5333,Attack
6,43581,30,0,9895,9144,Attack
6,4671,3,46,9137,5995,Attack
6,1689,10,7,9557,7404,Benign
6,16194,12,40,67,6005,Attack
6,6505,26,13,4711,8274,Benign
6,56868,11,7,8356,6410,Attack
6,66702,50,49,2779,7482,Benign
6,6233,5,26,9835,3528,Attack
6,64187,8,9,5753,4332,Benign
6,96119,30,33,113,129,Benign
6,8487,42,23,4257,1241,Benign
6,57563,23,16,8562,6317,Attack
6,19941,14,39,5545,3094,Benign
6,40534,48,42,7994,8947,Benign
6,25856,24,40,4863,5962,Attack
6,91727,34,43,4126,8016,Attack
6,9863,7,21,9246,6904,Attack
6,15170,18,44,9942,6314,Attack
6,10251,20,28,3780,5587,Attack
6,42596,4,26,8081,9633,Attack
6,39557,11,42,8512,5088,Benign
6,64134,10,40,9622,6697,Attack
6,43970,11,35,2145,6184,Benign
6,34642,48,16,5001,6570,Attack
6,84154,24,36,6411,7517,Attack
6,41833,19,19,6191,3905,Benign
6,57245,32,32,5983,7610,Benign
6,61200,24,47,8981,3377,Benign
6,10258,30,20,9929,8967,Benign
6,40580,10,24,8652,1002,Benign
6,32206,25,43,5016,5367,Benign
6,87168,36,0,1973,9695,Attack
6,46625,26,27,3164,3122,Attack
6,3791,37,14,1909,4911,Attack
6,15369,27,49,2942,4407,Attack
6,59882,24,44,4276,8518,Attack
6,37712,35,46,298,7757,Benign
6,16203,23,33,9489,9697,Attack
6,28069,9,25,2700,9293,Attack
6,9476,1,9,2109,8485,Benign
6,161,11,49,5594,9902,Attack
6,61624,26,17,113,8620,Attack
6,22697,25,43,9269,3689,Attack
6,87679,2,20,4665,7505,Benign
6,43100,8,39,6903,1821,Attack
6,86671,24,18,8424,7026,Benign
6,98890,24,36,3499,1554,Benign
6,57154,20,26,8762,9948,Attack
6,9832,34,31,9702,8122,Attack
6,49772,32,7,4458,2050,Attack
6,13984,30,9,6906,6443,Benign
6,87862,28,30,3598,1171,Benign
6,15320,45,1,2991,4580,Attack
6,48739,34,48,518,6683,Attack
6,88424,12,21,8692,880,Attack
6,98694,2,11,7388,9908,Benign
6,73943,34,32,814,9121,Benign
6,2284,1,27,246,4614,Benign
6,34520,19,47,6243,3573,Attack
6,25936,46,14,8422,5864,Benign
6,77130,14,19,6245,9530,Attack
6,84244,1,9,3333,507,Benign
6,50835,25,5,252,2216,Benign
6,85428,30,50,2616,6960,Benign
6,48406,37,21,591,2495,Attack
6,26315,34,31,352,5849,Benign
6,40274,29,10,1570,9494,Attack
6,70835,15,14,6598,1148,Attack
6,34115,38,28,7021,8424,Attack
6,17989,14,31,5485,70,Benign
6,54034,14,17,5607,7603,Benign
6,4293,24,49,7268,8029,Attack
6,15997,8,0,7796,1109,Benign
6,53536,4,47,6667,5951,Benign
6,68221,36,10,9835,1486,Benign
6,34261,17,42,1043,3173,Attack
6,49356,18,43,5813,6929,Benign
6,34683,37,21,5885,2836,Benign
6,6463,42,0,5700,5405,Attack
6,923,12,25,629,6565,Attack
6,63026,47,14,3826,5576,Benign
6,51867,4,45,5603,6475,Benign
6,91220,9,33,626,9411,Attack
6,68258,5,36,6597,4897,Benign
6,63744,36,41,7545,8966,Attack
6,83611,5,12,2317,3092,Benign
6,69455,6,40,8943,9831,Attack
6,11903,17,30,6863,5255,Attack
6,22013,46,39,4379,2603,Attack
6,37991,30,3,5028,1735,Benign
6,51126,12,25,309,288,Benign
6,47740,15,25,2671,1359,Attack
6,90095,35,1,8944,4479,Benign
6,48078,42,48,2920,1485,Benign
6,51409,2,37,9048,9318,Attack
6,23004,11,4,6359,5574,Benign
6,31466,31,16,7950,834,Attack
6,95812,17,8,1651,3814,Attack
6,71516,28,0,5111,1893,Benign
6,18242,11,0,1807,7280,Benign
6,55104,23,9,5768,9983,Attack
6,15081,27,50,2788,3480,Benign
6,3300,43,3,7778,6047,Attack
6,22975,45,16,5224,847,Benign
6,22322,40,14,2687,4291,Benign
6,1787,26,5,7089,9350,Attack
6,58159,39,40,2378,5879,Attack
6,65639,7,15,5080,3186,Attack
6,28780,28,35,993,7563,Benign
6,21009,35,9,8762,6814,Benign
6,92851,42,16,8147,6815,Benign
6,39522,1,42,4926,2712,Benign
6,77014,29,41,8012,8481,Attack
6,82744,48,2,155,7055,Benign
6,1022,37,8,1155,695,Benign
6,30248,34,45,7579,7532,Benign
6,44359,40,44,2720,3127,Benign
6,93031,1,44,190,8271,Benign
6,19931,8,23,7972,6944,Benign
6,89073,28,30,7174,8936,Benign
6,9974,43,33,4197,3083,Benign
6,77911,43,41,5884,885,Attack
6,81471,50,17,5300,8494,Benign
6,22579,40,21,7020,398,Benign
6,19234,4,38,8199,8310,Attack
6,32347,20,45,7276,7590,Attack
6,88370,37,0,7748,7941,Benign
6,28425,45,3,2574,8392,Benign
6,55653,41,11,5254,6991,Attack
6,44981,35,31,5596,4961,Attack
6,34414,5,8,406,1956,Benign
6,31027,8,24,7921,7651,Attack
6,9999,47,34,5214,6581,Benign
6,13499,29,22,437,5928,Benign
6,79392,49,44,6581,4244,Attack
6,95437,40,2,4662,3979,Attack
6,86765,25,5,2710,8620,Attack
6,76350,44,27,8410,8351,Attack
6,39631,39,49,3363,9186,Attack
6,71630,48,28,69,9415,Benign
6,66452,33,38,3029,9504,Attack
6,28425,50,17,4041,9116,Attack
6,31631,16,31,1843,4267,Benign
6,30814,16,45,6222,5499,Attack
6,74652,21,43,5094,9197,Benign
6,49508,10,27,5162,4304,Attack
6,94385,19,44,1863,1641,Attack
6,41603,12,2,1387,4103,Attack
6,14837,38,32,759,5095,Attack
6,5712,20,10,744,3553,Benign
6,51166,4,21,3508,418,Attack
6,43767,24,8,8863,2136,Attack
6,26248,18,48,7805,3991,Attack
6,88569,22,27,8286,160,Attack
6,66656,33,47,8623,7707,Attack
6,16982,24,8,8118,2357,Benign
6,74137,45,18,2946,2911,Benign
6,23728,46,21,8884,6452,Attack
6,6666,5,2,4676,5230,Benign
6,81744,33,16,7242,5767,Benign
6,70044,25,38,7813,9620,Attack
6,85327,18,38,1278,4177,Benign
6,39634,25,17,1719,7400,Attack
6,53511,29,22,8900,230,Attack
6,63576,23,39,3653,8752,Benign
6,60485,41,12,7136,1470,Benign
6,14301,44,27,824,3134,Benign
6,5266,41,41,852,592,Benign
6,40188,30,29,2587,3355,Attack
6,92565,47,10,20,2403,Benign
6,35296,8,49,3522,7253,Benign
6,82394,35,14,9073,5388,Benign
6,78732,15,16,8784,1401,Attack
6,22395,5,27,2438,2390,Benign
6,15411,32,35,2629,9309,Benign
6,33313,21,5,5150,1165,Attack
6,80889,11,47,5191,1908,Attack
6,94325,2,31,4439,3132,Benign
6,51636,4,26,3352,7279,Benign
6,29515,18,40,5555,40,Attack
6,11886,25,14,3777,3477,Benign
6,3007,1,39,2393,7534,Attack
6,60273,38,10,8650,7104,Attack
6,79187,22,11,9723,7083,Attack
6,47787,36,22,3772,9214,Benign
6,37773,7,43,6547,2299,Benign
6,86636,20,26,9371,746,Benign
6,64203,15,20,3291,1037,Attack
6,76626,35,37,4166,5432,Attack
6,6619,6,9,6192,5654,Attack
6,79957,6,47,8536,9271,Benign
6,71388,20,40,2862,1789,Benign
6,35557,17,35,5629,9707,Benign
6,83793,16,19,3003,1689,Attack
6,29325,40,44,887,8774,Attack
6,42926,26,19,8137,7017,Attack
6,93539,35,8,2150,7511,Attack
6,44775,31,17,7523,2634,Attack
6,55919,7,32,9448,6154,Attack
6,30549,39,20,5336,4674,Benign
6,42833,35,6,2019,8678,Benign
6,49817,40,14,5476,2444,Attack
6,69260,17,3,7680,2212,Attack
6,86237,44,20,99,6844,Attack
6,48364,28,45,4399,4870,Attack
6,81092,33,16,7525,5501,Attack
6,22883,12,42,9612,286,Attack
6,39729,46,9,2493,7599,Attack
6,69874,18,36,8328,1833,Attack
6,68146,47,30,8332,1132,Benign
6,92317,9,43,9639,3433,Benign
6,47278,3,13,2076,1049,Attack
6,93388,9,26,5557,2622,Attack
6,28017,15,14,2408,4891,Benign
6,37402,27,23,3045,454,Benign
6,13934,23,2,3733,4276,Attack
6,84303,39,39,5536,347,Benign
6,62656,11,12,8018,5007,Benign
6,42179,40,29,6995,5513,Attack
6,8185,48,3,4087,9338,Benign
6,86926,7,8,7810,5044,Benign
6,3760,43,45,3623,4739,Benign
6,41148,39,13,6316,3951,Benign
6,9842,3,30,428,9132,Benign
6,924,22,23,8779,1374,Attack
6,4958,12,25,5737,9323,Attack
6,5218,34,6,693,2419,Benign
6,95091,17,30,9247,3127,Benign
6,51551,39,34,2237,4769,Benign
6,42830,7,33,8657,6007,Attack
6,28220,1,19,3701,9762,Attack
6,28703,5,19,8293,623,Benign
6,43174,25,35,9529,7706,Attack
6,80087,26,45,1683,8322,Attack
6,73253,44,0,9015,4300,Attack
6,93164,45,36,4703,6887,Attack
6,19774,26,31,7377,5105,Benign
6,71383,2,23,7142,3016,Benign
6,46373,32,7,368,426,Benign
6,90982,20,12,2856,6954,Benign
6,66955,39,28,6764,7931,Benign
6,4342,44,23,173,2528,Benign
6,83270,24,44,9388,5223,Benign
6,53655,12,29,9855,1884,Benign
6,54116,26,26,8294,8900,Benign
6,31459,47,26,5750,2059,Attack
6,71028,41,19,2593,5812,Benign
6,53057,50,14,169,4463,Attack
6,31424,41,22,4915,2539,Benign
6,48511,13,43,5342,9778,Attack
6,69420,25,33,2673,5421,Benign
6,82058,40,31,4221,296,Benign
6,90244,48,47,2563,7862,Attack
6,78259,37,28,6669,4531,Attack
6,69560,45,25,2780,9446,Benign
6,37464,50,5,5335,5183,Benign
6,34545,23,34,6891,7651,Benign
6,54185,41,26,9194,3321,Attack
6,88730,20,23,6918,267,Benign
6,27390,34,4,5100,2590,Attack
6,26434,41,38,2217,7012,Attack
6,99558,47,14,1843,7340,Benign
6,14335,28,40,1496,5328,Attack
6,43058,28,12,8603,9185,Attack
6,77565,8,47,7119,4916,Benign
6,32632,20,34,9187,1882,Benign
6,59643,32,29,2180,3536,Attack
6,63501,7,28,9274,9525,Benign
6,75933,1,46,4536,5066,Benign
6,22018,25,32,9992,5454,Attack
6,99177,43,2,8372,1374,Benign
6,62657,15,39,2511,6402,Benign
6,97777,13,42,5934,2588,Benign
6,89358,33,36,1518,797,Benign
6,21330,12,41,7406,6121,Attack
6,28439,29,0,2664,6347,Benign
6,51524,20,35,6147,74,Benign
6,43426,4,21,2648,3031,Benign
6,61126,35,30,205,7625,Benign
6,44186,42,49,2764,415,Attack
6,44859,45,19,4572,6836,Benign
6,59859,22,47,1755,6459,Attack
6,95870,15,4,8294,7578,Benign
6,29167,15,40,6510,4379,Benign
6,89160,5,0,961,2508,Benign
6,28442,5,3,1617,2889,Benign
6,2140,4,49,1380,3078,Attack
6,41580,15,21,6278,6164,Attack
6,17062,2,33,804,4509,Benign
6,47102,46,14,5302,5350,Benign
6,7445,41,33,6514,2977,Attack
6,34698,9,0,231,7211,Benign
6,7253,32,35,607,8950,Attack
6,35491,9,32,1914,415,Attack
6,99324,24,13,9022,9895,Attack
6,48409,36,29,5405,7139,Attack
6,18700,45,35,299,7147,Benign
6,4088,19,6,9952,751,Benign
6,68242,30,13,2188,1279,Benign
6,44789,12,9,2077,8532,Benign
6,4772,4,39,3170,742,Attack
6,49221,24,44,7707,2638,Benign
6,53179,18,17,3902,1285,Attack
6,33672,23,8,4608,3811,Benign
6,17829,7,45,1332,611,Attack
6,14131,28,23,6747,9431,Attack
6,46910,48,18,5440,4680,Attack
6,42130,2,41,4455,4788,Benign
6,42565,45,43,3113,2440,Attack
6,23660,17,9,9375,2209,Benign
6,50510,1,14,9481,7705,Attack
6,17560,22,11,8556,790,Attack
6,1758,3,46,3350,4653,Benign
6,7689,47,46,6376,5902,Attack
6,64685,42,14,9973,4714,Benign
6,151,1,1,5977,2453,Benign
6,15489,34,28,5520,6396,Benign
6,66417,9,28,3909,8489,Attack
6,63314,2,37,5944,8437,Attack
6,19765,38,10,3047,3283,Attack
6,58567,32,23,8857,5377,Attack
6,64598,48,40,4600,8883,Attack
6,9485,39,40,7703,8800,Benign
6,89795,39,34,1654,2565,Benign
6,94262,2,15,5732,6182,Attack
6,70700,45,37,6652,4568,Attack
6,75212,45,32,6887,3383,Attack
6,66847,20,16,1694,7421,Benign
6,59187,6,40,5977,500,Benign
6,81405,16,24,1820,5435,Attack
6,20705,22,46,8180,8697,Benign
6,6407,22,11,3038,902,Benign
6,91851,34,35,2759,5665,Attack
6,16276,22,35,3398,5277,Benign
6,97870,40,27,5645,125,Attack
6,63528,41,18,680,9539,Attack
6,10624,32,1,6362,3745,Attack
6,45961,38,29,8545,6636,Attack
6,43716,24,44,8071,5978,Attack
6,56346,29,0,8539,3289,Attack
6,99296,5,3,9612,6540,Benign
6,14616,14,3,7220,1744,Benign
6,99723,48,13,9774,3907,Attack
6,13274,27,40,4068,7737,Attack
6,88333,7,40,7512,89,Attack
6,65699,6,42,5513,2309,Attack
6,86752,19,37,9172,5980,Attack
6,3539,6,38,1015,8499,Benign
6,89413,4,12,3512,1964,Benign
6,35033,3,7,1216,8783,Benign
6,73928,12,0,2306,4065,Benign
6,99688,19,21,8226,2868,Attack
6,86431,49,3,9613,704,Benign
6,99478,21,27,9947,1337,Attack
6,13166,32,8,332,4285,Attack
6,45456,49,0,9136,1199,Benign
6,4460,1,40,4596,7514,Benign
6,61602,21,37,9187,2703,Benign
6,81613,24,41,332,4775,Benign
6,16832,29,18,3980,606,Attack
6,85615,18,16,6904,9482,Benign
6,43639,43,17,4378,4805,Benign
6,40234,45,10,3971,381,Benign
6,82432,3,8,8661,8026,Benign
6,10164,8,13,8750,9610,Attack
6,8551,48,35,8102,8285,Attack
6,95951,28,29,9186,1955,Attack
6,69384,7,16,5870,3576,Attack
6,92508,12,12,2195,2878,Benign
6,3318,24,25,4344,2976,Benign
6,1155,4,42,9633,4408,Benign
6,36654,47,27,8088,5210,Attack
6,6510,48,32,1702,1683,Benign
6,76516,5,20,7758,6107,Benign
6,46016,41,45,9706,5276,Benign
6,33001,9,14,2932,8096,Benign
6,97551,2,1,5393,46,Attack
6,34271,30,10,7773,5989,Benign
6,66002,49,7,6930,8500,Benign
6,59938,44,44,9543,6545,Attack
6,99817,12,21,6831,8119,Attack
6,17469,9,31,924,7759,Attack
6,9856,35,9,7857,8758,Attack
6,3124,9,23,428,5959,Benign
6,3374,45,47,1568,2862,Benign
6,24214,20,30,5879,8864,Attack
6,89675,35,15,5955,1478,Benign
6,58419,6,40,8869,4864,Benign
6,41088,32,5,4270,886,Benign
6,44211,28,8,2912,5483,Benign
6,80140,10,2,7860,5208,Benign
6,68016,31,9,2751,1405,Attack
6,36237,36,15,4759,4690,Benign
6,90232,23,50,9441,6709,Benign
6,71923,44,39,3631,4046,Attack
6,40641,39,0,2874,6288,Benign
6,23880,8,32,5317,8495,Benign
6,59840,3,18,9631,2781,Attack
6,132,34,43,1337,7154,Benign
6,12356,15,31,6864,5961,Attack
6,84961,3,43,7512,4594,Benign
6,24420,34,21,2129,6845,Benign
6,46640,11,16,7709,4265,Benign
6,8088,29,21,3169,803,Benign
6,53120,26,29,3681,7941,Benign
6,19740,30,9,3723,5599,Benign
6,8497,35,22,2439,3294,Benign
6,361,4,49,6081,517,Benign
6,49616,35,24,500,5373,Benign
6,15421,45,38,4611,158,Benign
6,12888,2,9,360,1112,Attack
6,55147,5,3,9265,9419,Benign
6,14572,26,37,9711,1767,Benign
6,48967,1,10,9109,1492,Benign
6,64976,41,31,7404,623,Benign
6,73906,31,40,1983,1305,Benign
6,18157,9,26,3977,7782,Benign
6,14827,38,36,9426,8295,Benign
6,31738,2,11,9728,7842,Benign
6,27173,21,37,7226,5025,Benign
6,17972,13,35,3668,7932,Attack
6,9733,32,45,4178,2625,Attack
6,76628,8,11,9581,2987,Attack
6,54656,45,28,5489,2857,Attack
6,41399,1,5,4038,2104,Attack
6,33567,34,17,454,913,Attack
6,11534,40,32,1078,2823,Benign
6,61427,18,27,7843,5045,Attack
6,62638,37,31,2688,9017,Attack
6,71216,11,22,7171,9240,Attack
6,9008,29,16,4119,3196,Attack
6,93750,33,1,5795,4990,Benign
6,59719,35,44,9635,3265,Benign
6,48696,42,47,7600,3677,Attack
6,93590,23,30,2089,1829,Attack
6,11562,12,23,2653,8540,Benign
6,85139,23,42,7897,4883,Attack
6,61532,48,7,7626,7024,Attack
6,1120,12,32,6681,5887,Benign
6,60548,32,42,1868,5645,Benign
6,38573,11,1,160,349,Benign
6,61825,5,9,2323,6220,Benign
6,50684,40,34,3682,9257,Benign
6,17724,41,6,4591,506,Attack
6,50719,25,29,7621,5762,Benign
6,32434,25,17,4036,9164,Attack
6,72979,47,37,1181,5654,Attack
6,71828,16,10,1551,4951,Attack
6,20619,10,8,9350,6992,Attack
6,11782,26,1,5457,6844,Attack
6,33184,47,8,3456,2289,Benign
6,96367,33,36,6350,2503,Attack
6,45092,12,20,550,2616,Attack
6,80324,50,49,2062,5822,Benign
6,15581,18,15,5302,7596,Benign
6,36439,23,16,2433,3493,Benign
6,84404,34,22,2171,3366,Benign
6,33750,21,43,555,4127,Benign
6,20429,9,26,4436,5635,Benign
6,59921,41,23,3391,4400,Attack
6,86375,20,15,9355,4014,Benign
6,73129,21,39,8938,3449,Attack
6,61768,10,22,9122,6134,Benign
6,12900,18,48,6658,3072,Benign
6,60953,37,5,7167,2294,Benign
6,3961,14,36,651,3560,Attack
6,36730,29,31,4536,6387,Attack
6,98616,18,44,8646,5169,Attack
6,80296,3,43,7160,8431,Attack
6,63292,9,21,4456,4122,Attack
6,4491,22,13,33,1688,Attack
6,74057,33,29,6459,2732,Attack
6,76431,13,23,7020,2113,Attack
6,56055,28,19,2955,4998,Attack
6,85250,48,7,7326,4941,Benign
6,95891,16,26,257,7985,Attack
6,61481,40,24,338,8856,Benign
6,47244,5,30,9838,4094,Attack
6,70056,6,50,3629,5326,Attack
6,46806,17,6,7681,3953,Attack
6,54333,25,6,4017,4595,Benign
6,61787,12,35,9344,5554,Benign
6,41041,46,39,1376,7031,Benign
6,96456,46,32,5844,5459,Benign
6,16914,20,19,6149,4327,Benign
6,93426,36,13,5579,4330,Benign
6,18778,39,40,8131,9068,Attack
6,7969,43,40,8093,609,Benign
6,19776,3,42,1185,1800,Attack
6,66138,12,44,2545,6836,Benign
6,65671,25,43,9678,3041,Benign
6,81619,22,7,777,3133,Benign
6,99408,15,20,9990,644,Benign
6,86886,37,5,9738,8859,Attack
6,13997,6,22,7285,5899,Attack
6,58311,44,12,8839,9305,Benign
6,15372,21,32,6448,679,Attack
6,79502,37,6,6425,3801,Benign
6,36097,14,25,6095,4304,Benign
6,67293,48,9,1070,3068,Attack
6,64907,27,25,7076,5753,Attack
6,50493,37,18,3157,9440,Benign
6,82967,15,47,7224,3253,Benign
6,10974,19,4,2877,4517,Benign
6,50062,33,6,1035,3725,Attack
6,16866,6,9,3265,823,Attack
6,14799,12,4,2163,5366,Attack
6,33015,19,34,3607,2560,Benign
6,78825,8,11,5501,425,Attack
6,97003,8,47,2231,1159,Attack
6,65127,33,38,5991,8253,Benign
6,20957,19,29,7748,5412,Benign
6,89433,10,2,4952,3387,Benign
6,40326,15,29,7534,4927,Benign
6,47446,12,17,6739,7537,Benign
6,77004,47,11,4358,1518,Benign
6,19137,11,18,3534,3129,Attack
6,57285,27,2,6639,9427,Benign
6,31829,50,37,749,5453,Benign
6,35002,26,5,9767,2262,Benign
6,54387,15,10,8787,5921,Attack
6,28718,38,27,2762,8886,Attack
6,87125,19,7,8827,7601,Attack
6,5462,44,20,4819,3235,Benign
6,50300,1,45,6175,344,Attack
6,33468,32,25,6242,9015,Benign
6,73465,3,17,6021,1390,Benign
6,17190,9,48,5072,11,Benign
6,99507,11,1,7208,1604,Attack
6,57512,39,22,4376,9394,Attack
6,16812,22,48,3067,7112,Benign
6,23711,22,40,5809,7672,Attack
6,39514,37,45,8127,7702,Attack
6,65360,4,48,4912,3040,Benign
6,92805,7,4,4683,9006,Attack
6,51905,2,13,8673,9110,Benign
6,67307,11,36,4265,1527,Attack
6,40908,8,5,2219,9691,Benign
6,83552,33,1,3747,7897,Attack
6,8753,38,28,3006,6913,Benign
6,10853,9,45,517,3564,Attack
6,69039,12,28,5333,2339,Benign
6,19485,40,16,1656,3159,Attack
6,889,11,38,9674,6144,Benign
6,42744,47,30,421,7600,Attack
6,12178,35,44,1554,4063,Attack
6,6675,5,29,4696,7543,Attack
6,71564,1,5,8228,3258,Attack
6,9109,43,35,5466,438,Attack
6,22305,22,43,6851,6160,Benign
6,97983,46,15,8000,6312,Benign
6,9478,24,49,4155,2436,Attack
6,60131,26,18,4947,1411,Attack
6,74393,15,28,5519,2309,Benign
6,28811,1,36,293,1794,Attack
6,84982,23,43,9668,6809,Attack
6,78471,29,29,4588,220,Benign
6,31554,7,2,9672,1314,Attack
6,94996,11,12,8573,1581,Attack
6,75857,9,30,9136,9739,Attack
6,86342,26,10,3284,9247,Attack
6,874,24,17,4869,1272,Attack
6,89414,33,10,1948,1861,Attack
6,89339,29,20,1475,6176,Benign
6,17744,33,50,224,2519,Benign
6,16816,23,41,704,7369,Attack
6,8925,49,16,8675,1081,Benign
6,53579,40,47,1731,1580,Attack
6,95256,44,4,5547,2996,Attack
6,43242,50,32,4682,2651,Benign
6,24378,35,2,8693,1542,Benign
6,70425,25,14,2859,9903,Attack
6,80929,1,30,2712,9892,Attack
6,65834,8,22,9019,7386,Attack
6,94680,13,5,4323,8277,Benign
6,72385,13,35,1716,4094,Benign
6,85784,27,48,6373,7032,Attack
6,60340,36,38,1273,5348,Attack
6,48061,18,33,885,1812,Benign
6,6296,45,1,8282,2964,Attack
6,1611,12,12,3678,1228,Benign
6,23697,21,2,7359,5362,Attack
6,1186,31,47,9315,5634,Attack
6,35053,42,17,8508,7309,Attack
6,44231,4,37,4875,7715,Benign
6,79830,42,23,742,8466,Attack
6,57942,33,32,7189,6368,Attack
6,1960,13,49,8373,1825,Benign
6,28462,17,2,6701,9368,Benign
6,20589,30,22,1685,2838,Attack
6,36695,2,22,9820,2924,Benign
6,67110,46,6,923,2049,Attack
6,9969,34,31,1559,1283,Benign
6,78477,15,8,7476,4550,Attack
6,33633,46,18,1920,7106,Benign
6,50079,29,32,6412,8056,Benign
6,33284,47,11,3448,2666,Attack
6,15243,19,0,9181,7497,Attack
6,48903,38,23,1127,3258,Attack
6,43361,9,48,8398,4430,Benign
6,92169,38,17,1634,4676,Benign
6,47037,9,4,9868,5669,Benign
6,99469,39,12,9421,3525,Benign
6,13285,43,21,2786,2364,Benign
6,74294,4,40,1493,3003,Attack
6,50194,50,40,1763,1404,Benign
6,21254,41,43,5746,767,Attack
6,108,1,40,8613,5863,Benign
6,88095,11,45,1336,2379,Attack
6,46796,6,10,7298,4457,Benign
6,64472,13,33,9546,9190,Benign
6,50713,33,15,1083,3487,Benign
6,51426,31,44,3191,1255,Benign
6,13732,28,2,5404,3611,Benign
6,52325,21,11,832,1524,Attack
6,76208,32,2,5582,5194,Attack
6,83134,39,42,9565,4522,Attack
6,13311,50,45,2202,5381,Attack
6,65035,18,49,8339,6533,Attack
6,68067,5,7,6435,4541,Benign
6,89552,8,26,7384,3908,Attack
6,6326,24,15,6809,8229,Benign
6,46749,49,30,719,9371,Attack
6,31813,4,39,6820,7776,Attack
6,35401,44,29,4664,9364,Benign
6,59207,34,24,2071,7804,Attack
6,83894,46,4,4020,4742,Benign
6,85334,7,17,1465,6250,Benign
6,92068,44,38,7782,298,Attack
6,38595,44,41,9633,3306,Attack
6,67342,24,11,8385,836,Attack
6,52855,34,44,5411,8145,Benign
6,69946,22,26,2837,4533,Benign
6,81552,45,19,4451,8113,Attack
6,26683,8,35,8201,9142,Benign
6,25697,48,30,141,7445,Benign
